Anthony Caceres,1,4,3,61,62,55,60,64,71,60,62,61,66,56,63,65,64,74,72,77,62,78,71,72,55,67,55,67,64,53,37,61
Maximiliano López,1,4,2,76,72,15,15,21,63,70,81,20,65,75,54,70,48,55,52,53,84,55,58,63,78,76,79,60,70,56,73,74
James Ward-Prowse,0,3,3,78,71,55,62,65,67,73,61,65,82,79,88,81,80,69,68,76,64,79,74,68,57,74,53,70,86,79,64,51
Florian Hartherz,0,3,2,66,60,61,64,68,73,66,49,60,52,56,67,66,62,74,77,77,82,58,66,65,67,70,34,58,59,45,44,50
Joe Garner,1,3,3,69,64,36,35,49,92,66,69,36,55,66,49,63,53,76,77,75,79,74,72,93,70,70,69,64,49,43,69,67
Greg Cunningham,0,3,2,70,68,69,68,74,70,67,60,66,55,67,73,67,65,78,78,75,72,70,73,73,71,60,50,54,47,52,44,25
Jack Doyle,1,3,2,44,57,55,58,62,54,57,44,56,39,36,44,33,32,60,63,55,38,74,59,60,48,28,27,31,32,30,35,24
Maximilian Mittelstädt,1,4,2,65,67,59,64,67,66,55,51,61,47,53,68,63,62,75,72,66,52,72,74,72,57,49,39,44,45,41,42,34
Cristopher Ross,0,2,2,48,49,67,63,69,52,56,43,50,36,34,51,46,35,73,71,60,63,66,62,61,43,26,23,29,27,29,39,23
Eddy Francis,0,4,2,51,42,67,65,65,50,53,34,59,41,44,73,64,66,67,66,66,65,71,63,66,39,34,34,23,23,27,35,20
Bekir Yılmaz,0,3,3,65,64,68,66,67,65,73,50,68,53,64,59,68,65,68,68,67,58,72,73,71,60,68,50,57,65,55,61,60
Alexander González,1,4,3,70,74,59,55,60,73,64,69,65,60,66,70,66,63,83,84,78,74,72,76,91,52,68,67,64,63,65,62,60
Masato Morishige,0,3,2,62,57,76,75,74,67,68,56,71,51,60,51,69,71,57,53,82,76,56,63,72,73,63,54,61,62,65,68,48
Arvydas Novikovas,1,4,3,67,68,13,12,14,44,61,61,45,62,63,61,59,56,90,90,65,63,76,81,70,41,72,59,61,67,68,57,57
Callum Brittain,1,4,3,53,55,38,39,35,29,41,41,30,39,32,56,41,37,70,76,64,50,70,68,48,37,52,46,40,48,49,50,41
Arbilla,0,4,2,72,63,72,72,76,84,70,57,72,57,64,74,73,59,60,72,75,77,67,59,79,70,81,40,68,63,70,47,48
Evgeniy Chernov,1,3,2,61,56,55,59,63,37,58,54,60,61,40,67,66,64,67,71,66,62,70,65,49,48,55,33,43,62,52,49,51
Stefan Posch,0,3,2,39,28,51,62,61,48,49,29,49,32,38,25,42,35,48,46,64,56,59,42,72,50,42,23,25,26,24,38,28
Joackim Jørgensen,0,3,2,62,60,65,59,62,79,64,43,65,56,67,59,69,65,69,65,82,82,71,75,80,59,78,51,56,60,48,56,55
Hassan Mohammed Al Amiri,1,3,3,66,64,41,44,43,68,57,57,52,65,63,54,65,60,75,74,52,51,61,67,62,38,55,45,38,55,40,45,48
Nuno André Coelho,0,3,2,66,50,71,67,67,75,70,32,72,52,71,51,71,70,39,34,69,79,32,48,55,69,77,34,68,66,73,42,33
Callum O'Dowda,1,3,3,68,69,23,25,27,48,62,59,38,59,50,62,59,56,89,88,65,53,69,80,59,55,58,58,55,55,57,58,48
Djalma,1,3,3,77,74,32,35,41,67,67,74,47,66,68,69,71,67,85,83,72,77,76,74,75,60,73,68,68,73,65,57,59
Álvaro Bustos,1,3,2,70,75,48,51,54,57,57,60,56,65,60,73,66,59,68,66,65,53,78,71,54,52,62,58,66,66,49,58,38
Manel Royo,0,2,2,40,44,60,65,67,55,53,26,55,30,42,32,49,40,60,58,60,82,58,53,71,61,48,25,28,37,33,50,35
Roberto Romero,1,3,2,59,57,43,50,49,56,55,56,48,61,44,47,60,63,72,74,65,43,83,75,62,50,50,40,57,51,35,38,29
Sultan Al Yami,0,4,3,60,63,57,63,57,72,58,60,58,60,58,62,59,58,67,63,62,61,73,75,65,63,42,47,25,68,62,31,45
Fernando Evangelista,1,3,3,64,65,65,66,68,62,65,52,63,58,53,67,66,63,66,69,64,74,59,62,81,70,63,45,57,32,44,51,43
Joan Oriol,0,3,3,66,62,60,71,62,59,64,49,63,49,49,71,70,59,72,75,75,70,80,71,80,59,69,51,50,64,51,49,54
Juan Carlos Medina,0,4,2,69,65,71,70,71,76,67,69,67,71,71,66,71,76,67,68,73,68,72,68,76,52,70,63,70,70,68,68,56
Denis Zakaria,0,4,2,76,72,70,61,69,80,64,58,75,75,64,64,74,76,64,75,77,80,62,64,74,64,55,32,36,58,41,39,28
Gianluca Caprari,1,3,4,76,80,15,12,13,30,68,68,15,75,68,68,72,62,89,85,77,53,91,91,33,47,68,66,68,72,65,56,67
Kim Young Sin,0,4,3,65,63,31,26,28,58,59,45,24,51,50,61,58,51,90,86,80,34,84,78,74,51,60,66,62,55,59,59,48
Charlie Davies,1,3,3,67,69,26,24,28,64,66,70,35,52,67,57,60,38,76,74,73,64,75,75,69,63,69,66,60,69,49,70,70
Martín Bravo,1,3,3,66,72,28,27,31,59,64,66,30,65,77,65,68,68,73,76,74,67,77,75,77,66,72,65,68,59,53,67,64
Lukas Skrivanek,1,2,2,43,55,49,56,58,49,51,42,53,40,38,51,33,28,68,60,63,52,53,59,55,44,28,34,28,32,28,38,26
Mark Connolly,0,2,2,50,32,62,66,68,60,54,22,57,45,56,34,64,62,54,52,70,77,63,60,77,63,40,19,13,24,19,17,18
Lee Seung Hee,0,3,2,63,63,66,71,69,56,62,53,65,54,60,43,57,56,56,59,68,83,53,68,62,45,35,43,65,43,64,56,33
Bastian Kurz,1,2,3,57,62,20,21,22,37,51,49,31,46,50,50,51,40,66,55,52,53,75,69,76,52,58,61,58,50,40,49,54
Volkan Fındıklı,0,2,2,69,65,68,64,66,75,57,37,70,51,49,52,70,63,48,51,64,82,60,44,67,60,65,34,36,37,39,56,31
Abdulwahab Jafar,1,3,2,56,62,35,40,42,59,55,56,52,47,50,58,46,52,84,82,50,52,61,66,37,41,56,47,52,51,45,46,48
Cristóbal Jorquera,0,5,3,77,74,48,47,42,65,65,68,47,73,70,72,73,70,69,68,80,57,75,75,58,50,74,65,73,74,70,66,66
Martin Holm,0,3,2,33,46,43,55,48,51,52,41,48,35,38,44,34,25,65,62,57,47,45,58,63,37,23,29,24,33,25,36,20
Phakamani Mngadi,1,2,3,63,68,24,32,32,39,52,58,31,51,59,56,61,51,81,73,41,51,83,68,68,32,55,53,56,44,45,49,51
Francesco Fedato,1,3,3,75,75,22,29,33,34,58,58,23,50,60,66,66,54,83,82,76,70,62,82,64,58,74,62,65,60,58,60,66
Alexander Baumjohann,1,4,3,78,78,12,21,22,47,71,70,28,78,65,71,75,67,65,59,51,60,83,78,53,59,70,63,70,72,71,59,68
Vincenzo Grifo,1,3,4,82,81,23,30,31,52,72,74,45,70,66,81,73,60,78,74,72,64,79,83,52,47,80,69,75,83,84,63,69
Hatem Ben Arfa,1,4,5,86,91,33,23,43,67,75,74,40,80,75,77,79,78,79,77,71,75,79,85,76,65,83,79,81,80,75,87,75
Ben Turner,0,3,2,51,40,69,72,74,75,62,32,62,27,60,25,55,58,51,65,64,82,33,31,61,74,31,37,29,29,27,26,24
Lars Stindl,1,4,3,82,77,63,57,65,74,82,82,70,80,83,76,83,69,73,68,82,70,78,71,73,67,84,81,82,79,69,69,84
Liam Rose,0,3,2,61,57,55,53,60,77,54,56,61,62,63,52,65,62,71,72,74,70,87,73,72,37,56,41,53,41,32,42,42
Jack Redshaw,1,2,3,63,62,15,24,13,52,54,60,16,47,52,37,54,18,79,79,59,56,88,87,82,49,57,65,46,48,43,63,51
Willard Katsande,0,3,2,69,71,80,77,75,89,69,59,74,63,63,55,73,70,68,69,81,70,74,63,62,74,67,59,61,51,62,71,68
Morten Sundli,0,3,2,54,55,61,62,62,66,60,33,60,55,49,47,57,51,68,72,64,75,55,70,71,66,55,41,51,47,24,56,45
Alfredo Bifulco,1,3,2,50,57,35,44,39,50,55,58,40,55,37,58,66,54,73,72,54,40,80,60,57,44,60,41,37,52,37,50,39
Hector Jimenez,0,3,3,65,65,61,59,60,57,61,66,58,61,62,68,62,53,76,79,67,54,81,78,72,57,71,54,60,74,53,51,56
Pieter De Smet,0,3,2,51,54,53,56,54,59,59,32,48,50,44,42,57,52,59,55,58,65,58,58,63,47,53,31,30,38,35,42,30
Bradley Johnson,1,2,3,72,66,61,67,70,90,69,71,73,66,72,68,67,68,58,66,80,80,73,63,81,76,90,70,77,58,67,72,68
Mark Ochieng,0,2,2,53,54,55,61,59,50,44,44,60,38,40,43,36,29,72,73,62,60,79,62,74,47,23,28,30,28,27,35,29
Yohan Benalouane,0,3,2,59,47,73,73,75,79,67,46,76,40,59,61,64,62,66,66,60,82,63,60,79,67,68,24,39,51,52,38,48
Biel Company,0,3,2,59,56,66,65,65,73,65,58,58,59,57,67,67,65,78,75,77,66,74,78,73,58,49,38,40,70,41,49,46
Shuhei Otsuki,1,2,3,60,59,23,21,27,72,63,59,36,54,52,43,58,33,64,63,72,72,63,71,58,59,79,61,66,45,57,63,62
Juan Martínez,1,3,4,78,80,31,32,40,40,75,74,33,66,76,68,70,67,81,78,74,64,75,83,72,61,75,71,70,62,42,71,66
David Nugent,1,3,3,72,73,22,22,23,34,72,72,35,71,72,56,64,45,78,71,75,71,64,79,70,67,71,73,68,62,52,82,73
Luimo Boas Santos,1,4,3,76,71,25,19,20,43,79,77,20,64,73,42,65,56,68,77,64,67,69,78,82,73,75,75,74,79,60,74,76
Michael Perlak,1,3,2,67,68,30,46,44,42,71,65,44,67,59,61,67,63,73,69,81,46,86,67,60,54,67,58,54,49,65,66,43
Gareth Evans,1,3,2,61,62,45,51,52,50,65,60,43,58,59,59,54,43,81,84,88,73,64,72,72,63,58,59,59,46,59,56,55
Dager Palacios,0,3,2,59,57,60,61,66,61,66,53,61,57,65,45,68,64,63,62,71,70,67,67,75,63,59,40,55,38,50,56,29
Sebastian Andersson,1,2,2,56,54,19,20,17,72,61,75,22,58,60,28,55,31,69,78,75,79,51,56,57,76,67,69,48,38,42,60,57
David Navarro,0,3,2,53,45,76,68,72,85,63,39,72,45,68,39,61,56,34,35,59,81,47,49,67,70,53,39,26,42,37,48,43
Stephen McManus,0,3,2,53,39,62,62,63,76,60,42,60,39,58,38,54,51,34,46,57,92,34,50,70,67,55,29,38,24,12,26,34
Constant Djakpa,0,3,3,70,70,69,73,72,74,65,63,65,60,69,74,72,70,79,76,72,63,81,79,75,58,68,38,52,63,71,56,56
Claudiosa Paes,0,4,2,64,57,68,71,70,70,63,52,63,60,59,53,75,61,73,71,69,62,68,71,49,62,68,55,64,51,62,68,48
Ben Pearson,0,2,2,71,68,64,67,72,90,64,57,65,62,65,47,70,67,67,70,88,75,75,64,72,50,63,47,40,45,36,42,40
Daryl Werker,0,3,2,51,38,67,65,70,65,60,25,58,52,42,47,52,48,55,61,60,74,57,44,66,65,58,29,27,30,27,40,31
Nikolay Komlichenko,1,3,2,64,53,22,23,24,59,56,62,28,48,58,32,55,38,49,32,53,89,46,45,58,71,72,70,63,40,32,61,58
Sergio Díaz,1,4,3,73,72,29,37,32,33,63,68,22,69,61,62,61,58,68,65,60,36,78,71,40,53,71,71,70,70,73,57,68
Nicholas Hämäläinen,1,3,2,49,59,47,63,56,52,54,42,51,39,32,51,38,29,67,57,60,40,74,56,57,47,30,23,28,32,31,37,31
Simon Diédhiou,1,4,4,62,67,18,16,18,67,60,63,15,57,58,42,45,38,78,81,67,78,61,76,65,62,78,64,61,56,43,60,44
Gabriel,0,2,2,43,39,67,65,69,69,65,32,71,30,51,38,49,45,68,64,65,73,41,52,63,62,45,30,30,47,26,40,28
Vitaliy Kaleshin,0,4,3,72,63,75,73,70,68,79,64,74,68,69,73,77,75,76,78,77,46,84,84,61,67,68,46,46,64,38,49,48
Laure,0,3,2,72,63,71,76,72,68,74,44,78,56,62,73,67,63,77,75,74,57,89,74,77,55,68,44,26,61,39,48,54
Bruno Peres,0,3,3,84,83,73,79,76,67,75,74,74,63,75,74,76,66,89,92,93,69,83,83,69,60,85,53,75,69,59,59,73
Alessio Vita,1,3,2,65,61,34,31,39,28,62,67,15,59,49,60,65,57,84,72,59,58,69,74,55,58,57,61,65,36,31,68,47
Gerardo Arteaga,0,3,2,59,60,60,61,63,45,51,57,62,50,48,65,62,58,62,63,67,51,83,61,55,55,58,33,39,45,39,52,38
Khius Metz,1,2,2,44,46,11,14,15,31,50,49,17,43,45,28,48,30,91,90,66,56,71,72,59,46,52,55,48,36,30,51,35
Jérémie Boga,1,3,3,73,75,43,35,42,56,66,72,41,67,60,69,70,61,83,75,59,71,75,81,63,59,80,64,80,73,64,55,59
Joshua Debayo,0,3,2,49,51,55,59,62,56,56,32,59,38,51,47,40,35,64,64,58,60,65,57,68,58,43,24,31,29,33,48,38
Dorian Lévêque,0,3,2,72,57,75,74,73,67,71,42,72,53,40,74,73,60,61,69,65,63,66,68,75,64,56,30,21,49,33,46,23
Francis N'Ganga,0,2,2,64,62,68,70,72,73,66,36,69,52,59,71,63,61,76,76,72,68,73,74,74,54,66,35,50,42,38,33,52
David Ferguson,0,3,2,32,28,55,60,64,50,51,30,50,33,41,27,40,36,61,55,59,61,66,50,70,58,36,23,25,32,28,24,25
Alex Muñoz,0,3,2,59,50,62,72,67,54,65,55,67,38,41,56,64,67,67,73,71,68,61,59,71,64,39,34,25,55,49,45,37
Kehinde Fatai,1,4,3,74,69,20,19,18,44,57,68,19,45,68,64,46,45,82,85,63,73,68,78,78,72,75,73,60,69,60,73,72
Alexis Castro,1,2,3,68,72,58,52,63,44,65,68,74,66,66,63,67,65,78,77,70,59,73,78,65,67,63,66,76,59,58,53,50
Karim Guédé,1,2,2,57,58,54,52,60,85,68,63,60,56,68,48,64,53,55,62,85,90,43,47,49,60,74,65,59,46,34,64,63
Oussama Haddadi,0,3,2,48,62,65,73,74,68,59,45,58,40,62,56,59,45,68,58,59,68,54,55,65,62,42,34,34,48,34,41,33
Dani Abalo,1,3,3,70,73,40,38,52,42,64,63,56,60,58,64,70,62,73,78,53,57,72,74,72,40,83,58,68,76,61,44,66
Idrissa Camara,1,2,2,56,53,29,35,37,53,50,54,28,40,39,39,54,35,65,60,46,62,72,66,64,50,52,56,45,37,33,43,33
Edwards Jiménez,1,3,2,56,48,25,24,23,58,64,71,15,55,71,60,59,54,32,44,49,65,69,68,62,73,72,66,65,38,31,64,58
Pepe,0,3,2,62,58,88,89,87,94,84,40,88,48,68,46,70,61,65,75,64,84,49,63,76,82,63,46,56,44,47,57,23
Sören Reddemann,0,3,2,35,28,56,52,58,58,49,27,53,29,44,30,44,31,51,54,53,68,39,55,33,54,44,29,21,29,27,41,31
Cristiano,1,4,3,73,77,32,30,31,58,63,67,47,68,57,67,67,66,90,92,68,86,53,72,53,62,79,71,73,70,74,69,65
Rory Currie,1,3,2,49,47,11,13,14,35,47,52,11,47,42,31,40,29,72,74,50,49,65,51,61,51,52,58,52,37,30,63,43
Borja López,0,3,2,58,33,67,71,79,72,59,47,69,44,57,34,66,56,48,39,61,87,44,38,60,66,46,22,31,32,25,45,28
Wes Morgan,0,3,2,62,56,77,76,78,79,76,39,78,49,62,17,56,44,46,54,73,91,52,31,76,75,52,19,35,14,18,17,23
Elohim Rolland,0,3,2,69,72,57,65,66,74,67,65,65,69,67,52,71,65,64,69,83,73,66,61,64,59,74,57,71,54,47,42,63
Cristian Roldan,0,3,3,69,67,60,57,63,76,68,64,60,61,70,47,73,65,69,65,85,75,78,76,55,42,69,60,59,68,40,57,49
Bartosz Szeliga,1,4,2,67,65,59,51,62,61,49,64,50,53,44,63,62,57,84,85,76,75,73,72,53,47,58,67,64,49,42,50,61
Matthew Hall,0,3,2,30,37,46,54,60,45,47,25,49,26,38,30,47,30,60,61,64,47,66,47,72,50,41,22,24,27,29,40,26
Kristof D'Haene,1,2,2,66,72,50,56,55,57,66,63,59,58,60,61,60,58,77,71,66,43,92,83,61,28,60,55,58,54,52,53,54
Calvin Rogers,0,2,2,36,21,45,46,48,41,45,20,47,32,35,35,34,36,64,61,62,57,64,46,67,46,38,24,18,26,20,30,21
Adel Dannah,0,3,2,35,25,52,56,54,56,49,27,51,31,44,26,50,45,65,60,50,57,44,54,48,53,30,23,19,21,24,30,29
Gonçalo Silva,0,2,2,41,40,68,68,74,68,63,30,67,34,62,37,47,44,62,64,64,71,57,57,79,67,48,28,29,36,36,48,31
Talal Al Absi,0,3,2,45,39,61,67,71,60,59,38,64,33,45,31,50,37,61,60,66,77,66,52,80,56,38,17,24,28,23,38,26
Matty Taylor,1,3,2,67,66,15,21,19,59,55,71,24,67,59,50,64,53,76,79,73,56,83,80,77,68,70,70,63,62,37,72,55
Alexandre Frandeira,0,1,2,57,45,68,67,71,84,56,36,68,34,51,51,62,64,47,51,64,90,38,46,60,65,62,36,47,46,41,43,35
Vasile Mogos,0,3,2,68,62,60,71,61,62,52,65,51,37,62,59,56,48,78,75,71,76,55,48,44,65,67,42,61,62,58,37,44
David Fuster,1,5,3,70,69,41,48,56,59,70,71,57,73,80,59,70,67,67,63,57,64,70,59,59,59,65,59,68,81,67,80,62
Vladimir Granat,0,3,2,50,48,75,74,79,75,72,29,74,48,73,62,64,63,50,52,63,71,56,65,71,65,73,43,64,67,74,41,49
Jacob Bruun Larsen,1,3,3,60,62,33,35,38,39,49,47,34,56,46,57,59,52,76,74,50,64,71,68,54,48,50,51,42,56,39,44,51
Marcelo Estigarribia,1,4,3,75,78,57,69,69,75,74,76,60,62,76,74,73,69,76,84,71,65,74,79,62,63,68,47,69,74,72,70,73
Silvan Sidler,0,2,2,28,57,47,57,60,50,51,39,50,37,38,42,28,26,64,60,63,52,60,55,56,47,31,31,25,28,31,33,26
Luca Di Matteo,1,3,3,64,62,63,67,67,58,59,55,55,33,53,70,67,64,72,73,71,59,70,70,61,54,66,51,54,45,47,50,46
Toni Vastić,1,3,3,60,61,15,16,20,38,56,62,30,58,40,44,56,48,63,68,65,76,53,57,33,68,65,55,59,52,46,63,59
Fabri Arnoia,1,3,4,61,72,23,11,12,49,71,57,22,48,45,51,59,45,78,81,57,62,82,71,54,72,63,65,64,45,48,72,62
Cai Huikang,0,3,2,63,54,63,64,68,75,75,39,64,45,60,41,69,63,68,58,62,66,60,65,64,54,52,34,36,43,40,46,34
Pablo Marí,0,3,2,55,41,67,64,71,59,58,34,63,37,55,32,64,48,57,57,60,85,51,51,59,70,53,38,40,27,30,31,28
Alex Castro,1,3,3,63,70,22,31,32,45,59,58,17,71,61,79,74,76,86,82,63,36,82,83,76,28,62,64,56,59,55,36,45
Berat Djimsiti,0,3,2,57,34,66,66,68,69,55,55,65,56,53,53,61,57,50,51,67,78,54,48,34,65,52,36,30,42,30,38,32
Rhys Gorman,0,3,2,56,52,53,52,57,47,52,52,53,55,55,45,57,55,53,55,54,58,64,53,61,54,42,44,32,46,41,43,40
Ritchie Kitoko,1,3,2,67,60,55,72,71,64,68,51,64,57,60,61,71,61,73,72,72,80,71,66,77,53,73,49,58,49,43,57,40
Alex Grant,0,3,2,43,31,68,69,70,51,57,35,68,27,50,30,54,41,53,43,64,82,66,50,78,60,50,30,26,22,23,34,20
Jonathan Silva,0,3,3,71,70,71,68,67,70,69,68,70,60,63,73,72,63,79,78,79,59,74,74,68,55,79,44,69,70,70,55,52
Jason Hoffman,0,2,2,49,51,55,55,60,65,59,60,57,56,46,60,53,28,69,73,72,75,49,48,55,54,53,46,48,53,32,60,43
Jorge Carvallinho,0,3,2,65,47,76,68,73,73,70,44,69,48,59,54,67,60,61,60,72,84,38,45,62,68,64,53,48,47,54,61,45
Ryan McGivern,0,3,2,52,50,59,57,58,75,58,30,58,44,57,54,56,55,59,51,67,74,63,52,69,61,51,32,43,48,33,39,32
Abdelrafik Gérard,1,2,2,65,67,38,39,32,46,61,55,29,66,62,66,65,58,76,72,66,64,74,73,59,36,68,62,49,60,56,48,56
Francesco Zampano,0,3,2,70,66,64,68,69,58,64,45,62,38,65,69,63,54,76,78,78,58,78,72,68,56,56,27,47,56,26,30,36
Kim Chang Soo,0,3,2,66,65,66,66,66,68,67,66,63,62,67,61,63,62,76,74,78,61,62,66,62,61,55,59,64,52,60,56,55
Stephan Salger,0,3,2,62,58,64,66,68,68,63,49,65,49,58,68,65,65,74,73,70,73,65,68,73,62,54,30,38,50,42,39,34
Deniz Türüç,1,4,3,76,76,54,55,61,60,73,62,64,75,74,79,76,73,77,74,80,65,76,83,58,42,78,61,75,82,79,74,60
Patrick Nyarko,1,4,3,60,72,40,54,60,63,59,69,59,64,68,59,64,50,83,89,69,46,57,90,70,62,67,60,55,47,43,58,60
Simen Kind Mikalsen,0,2,2,57,51,61,63,64,64,57,45,66,38,36,54,56,42,75,76,66,71,61,70,63,49,51,44,46,44,31,35,35
Federico Piovaccari,1,3,2,64,63,19,28,39,51,73,74,41,53,81,52,53,35,55,58,45,82,64,48,72,65,70,65,56,61,49,67,72
Baggio Hušidić,1,3,3,67,65,57,49,61,62,66,63,59,65,64,50,70,64,55,55,72,70,63,64,71,56,70,60,62,62,59,65,59
Ahn Yong Woo,1,3,2,68,65,35,31,36,42,67,67,32,64,70,67,66,61,79,73,78,56,74,76,60,41,60,62,58,56,52,49,52
Louis Danquah,1,2,2,43,42,39,47,49,56,49,40,46,40,39,50,48,47,73,70,75,52,62,61,61,49,32,30,29,43,47,40,33
Lee Frecklington,0,3,3,68,63,57,54,50,66,68,67,58,69,64,65,68,67,70,67,90,64,70,70,70,59,68,61,69,56,59,68,59
Kevin Garcia,0,3,2,39,23,60,59,58,45,41,21,51,28,37,24,39,38,53,52,64,52,55,49,70,57,32,16,19,24,27,34,25
Marc Albrighton,1,3,3,76,77,41,45,47,73,70,72,56,74,66,83,72,68,80,78,85,61,77,79,60,42,71,69,67,82,71,60,72
Nabil Aankour,1,3,3,69,70,53,60,52,52,63,66,48,65,44,69,70,68,80,82,65,62,81,78,76,46,54,52,56,43,70,52,39
Jérémy Taravel,0,4,2,64,48,72,67,72,74,62,43,70,54,58,63,65,61,60,68,56,77,49,53,63,72,72,37,33,38,57,50,35
Kerem Demirbay,1,3,4,79,79,46,53,59,69,75,71,57,78,73,72,80,74,64,66,72,71,68,75,72,46,73,71,70,74,76,67,59
Colton Storm,0,3,2,33,52,49,50,59,48,54,45,50,30,33,47,29,21,63,63,64,55,67,58,60,35,23,23,24,33,32,38,26
Finn Porath,1,4,3,63,59,43,46,42,49,57,52,35,60,66,45,66,68,67,55,46,48,71,69,54,50,60,42,50,56,49,58,48
Joni Montiel,1,2,3,70,70,28,39,37,59,61,68,38,64,39,39,70,65,65,59,56,40,70,64,58,45,40,61,63,41,38,47,30
Clévid Dikamona,0,3,2,48,26,56,51,57,69,55,12,54,39,35,22,48,35,60,60,63,92,47,41,70,56,38,15,21,24,21,31,17
Dani Castellano,0,3,2,73,75,68,75,73,67,72,63,68,62,64,77,74,62,78,77,86,77,76,72,73,60,60,46,53,67,47,48,45
Concha,1,3,3,74,78,18,27,23,32,64,71,30,67,66,67,62,65,69,71,62,47,81,57,51,51,53,70,64,71,52,72,65
Kazunari Hosaka,0,2,2,56,47,60,58,61,57,57,48,59,53,57,48,57,58,46,47,58,43,79,62,55,55,42,38,41,37,41,43,39
Rhys Healey,1,2,2,59,56,14,18,17,29,52,65,15,48,50,38,45,34,81,74,59,56,72,79,62,55,63,66,60,43,39,62,52
Daniel Devine,0,1,2,30,19,70,57,60,82,52,20,64,24,26,18,23,21,38,35,59,72,30,33,65,65,39,26,23,19,18,48,23
Aleksander Melgalvis,1,2,2,39,58,52,52,54,53,55,55,52,34,36,58,38,33,66,65,70,61,67,57,58,45,40,27,37,42,28,36,23
Jessy Pi,0,3,2,67,66,59,59,64,67,70,54,68,63,59,51,75,69,66,68,75,58,70,75,53,58,65,52,62,56,55,57,48
Ronan Wilson,1,3,2,42,48,43,38,43,42,46,23,52,35,41,27,55,52,54,54,59,58,54,45,69,48,33,34,33,23,21,36,22
Jonathan Bamba,1,3,3,70,70,40,35,37,69,58,55,28,59,45,59,63,57,83,81,60,43,79,75,61,50,73,64,68,42,40,53,67
